int_id,name,abbrev,t_age,b_age,int_type,color
903,Mantelliceras mantelli,NA,98.5,100.2,zone,#B3DE53
904,Mantelliceras dixoni,NA,97.5,98.5,zone,#B3DE53
905,Neogastroplites haasi,NA,99.81,100.25,zone,#B3DE53
906,Neogastroplites cornutus,NA,99.17,99.81,zone,#B3DE53
907,Neogastroplites muelleri,NA,98.75,99.17,zone,#B3DE53
908,Neogastroplites americanus,NA,98.19,98.75,zone,#B3DE53
909,Neogastroplites maclearni,NA,97.76,98.19,zone,#B3DE53
910,Conlinoceras tarrantense - Conlinoceras gilberti,NA,96.24,97.26,zone,#B3DE53
911,Acanthoceras granerosense,NA,96.08,96.24,zone,#B3DE53
912,Acanthoceras muldoonense,NA,95.98,96.08,zone,#B3DE53
913,Acanthoceras bellense,NA,95.9,95.98,zone,#B3DE53
914,Acanthoceras amphibolum,NA,95.81,95.9,zone,#B3DE53
915,Pleisacanthoceras wyomingense,NA,95.67,95.81,zone,#B3DE53
916,Dunveganoceras pondi,NA,95.47,95.67,zone,#B3DE53
917,Dunveganoceras problematicum,NA,95.24,95.47,zone,#B3DE53
918,Dunveganoceras albertense,NA,95.01,95.24,zone,#B3DE53
919,Dunveganoceras conditum,NA,94.78,95.01,zone,#B3DE53
920,Sciponoceras gracile (Vasoceras diartianum),NA,94.57,94.78,zone,#B3DE53
921,Sciponoceras gracile (Euomphaloceras septemseriatum),NA,94.39,94.57,zone,#B3DE53
922,Burroceras clydense,NA,94.27,94.39,zone,#B3DE53
923,Neocardioceras juddii,NA,94.15,94.27,zone,#B3DE53
924,Nigericeras scotti,NA,93.98,94.15,zone,#B3DE53
925,Watinoceras devonense,NA,93.9,93.98,zone,#B3DE53
926,Pseudaspidoceras flexuosum,NA,93.55,93.9,zone,#BFE35D
927,Vascoceras birchbyi,NA,93.45,93.55,zone,#BFE35D
928,Mammites nodosoides,NA,93.35,93.45,zone,#BFE35D
929,Collingnoniceras woollgari,NA,92.9,93.35,zone,#BFE35D
930,Collingnoniceras praecox,NA,92.08,92.9,zone,#BFE35D
931,Prionocyclus hyatti,NA,91.6,92.08,zone,#BFE35D
932,Prionocyclus macombi,NA,91.41,91.6,zone,#BFE35D
933,Scaphites warreni,NA,91.34,91.41,zone,#BFE35D
934,Scaphites whitfieldi,NA,90.65,91.34,zone,#BFE35D
935,Scaphites nigricollensis,NA,90.24,90.65,zone,#BFE35D
936,Prionocyclus germari,NA,89.98,90.24,zone,#BFE35D
937,Scaphites mariasensis,NA,89.87,89.98,zone,#BFE35D
938,Scaphites preventricosus,NA,89.77,89.87,zone,#A6D84A
939,Scaphites ventricosus,NA,88.77,89.77,zone,#CCE968
940,Scaphites depressus,NA,87.86,88.77,zone,#CCE968
941,Clioscaphites saxitonianus,NA,86.26,87.86,zone,#A6D84A
942,Clioscaphites vermiformis,NA,85.56,86.26,zone,#D9EF74
943,Clioscaphites choteauensis,NA,85.23,85.56,zone,#D9EF74
944,Desmoscaphites erdmanni,NA,84.52,85.23,zone,#D9EF74
945,Desmoscaphites bassleri,NA,84.08,84.52,zone,#D9EF74
946,Scaphites leei,NA,83.64,84.08,zone,#D9EF74
947,Scaphites hippocrepis,NA,82.7,83.64,zone,#A6D84A
948,Scaphites hippocrepis II,NA,82,82.7,zone,#E6F47F
949,Scaphites hippocrepis III,NA,81.53,82,zone,#E6F47F
950,Baculites sp. (smooth),NA,81.28,81.53,zone,#E6F47F
951,Baculites obtusus,NA,80.97,81.13,zone,#E6F47F
952,Baculites maclearni,NA,80.67,80.97,zone,#E6F47F
953,Baculites asperiformis,NA,80.21,80.67,zone,#E6F47F
954,Baculites sp. (weak flank ribs),NA,81.13,81.28,zone,#E6F47F
955,Baculites sp. (smooth II),NA,79.64,80.21,zone,#E6F47F
956,Baculites perplexus,NA,79.01,79.64,zone,#E6F47F
957,Baculites gregoryensis,NA,78.34,79.01,zone,#E6F47F
958,Baculites reduncus,NA,77.63,78.34,zone,#E6F47F
959,Baculites scotti,NA,76.94,77.63,zone,#E6F47F
960,Didymoceras nebrascense,NA,76.27,76.94,zone,#E6F47F
961,Didymoceras stevensoni,NA,75.64,76.27,zone,#E6F47F
962,Exiteloceras jenneyi,NA,75.08,75.64,zone,#E6F47F
963,Didymoceras cheyennense,NA,74.6,75.08,zone,#E6F47F
964,Baculites compressus,NA,74.21,74.6,zone,#E6F47F
965,Baculites cuneatus,NA,73.91,74.21,zone,#E6F47F
966,Baculites reesidei,NA,73.63,73.91,zone,#E6F47F
967,Baculites jenseni,NA,73.27,73.63,zone,#E6F47F
968,Baculites eliasi,NA,72.1,73.27,zone,#E6F47F
969,Baculites baculus,NA,71.2,72.1,zone,#A6D84A
970,Baculites clinolobatus,NA,70,70.44,zone,#F2FA8C
971,Hoploscaphites birkelundae,NA,69.91,70,zone,#F2FA8C
972,Hoploscaphites nicolleti,NA,69.3,69.91,zone,#F2FA8C
973,Jeletzkytes nebrascensis,NA,68.69,69.3,zone,#F2FA8C
988,Baculites grandis,NA,70.44,71.2,zone,#F2FA8C
1517,P0,NA,64.97,65,zone,#FDB462
1518,P,NA,64.8,64.97,zone,#FDB462
1519,P1,NA,61.4,64.8,zone,#FDA75F
1520,P2,NA,61,61.4,zone,#FEBF65
1521,P3,NA,59.4,61,zone,#FEBF65
1522,P4,NA,55.9,59.4,zone,#FD9A52
1523,P5,NA,55.5,55.9,zone,#FCA773
1524,E1,NA,55.4,55.5,zone,#FCA773
1525,E2,NA,54.5,55.4,zone,#FCA773
1526,E3,NA,54,54.5,zone,#FCA773
1527,E4,NA,52.3,54,zone,#FCA773
1528,E5,NA,50.8,52.3,zone,#FCA773
1529,E6,NA,50.4,50.8,zone,#FCA773
1530,E7,NA,46.4,50.4,zone,#FDB46C
1531,E8,NA,44.4,46.4,zone,#FCB482
1532,E9,NA,43.6,44.4,zone,#FCB482
1533,E10,NA,42.3,43.6,zone,#FCB482
1534,E11,NA,40.5,42.3,zone,#FDB46C
1535,E12,NA,40,40.5,zone,#FDC091
1536,E13,NA,38,40,zone,#FDC091
1537,E14,NA,35.8,38,zone,#FDB46C
1538,E15,NA,34.3,35.8,zone,#FDCDA1
1539,E16,NA,33.7,34.3,zone,#FD9A52
1540,O1,NA,32,33.7,zone,#FED99A
1541,O2,NA,30.3,32,zone,#FED99A
1542,O3,NA,29.4,30.3,zone,#FED99A
1543,O4,NA,28.4,29.4,zone,#FED99A
1544,O5,NA,27.5,28.4,zone,#FDC07A
1545,O6,NA,25.9,27.5,zone,#FEE6AA
1546,O7,NA,23.73,25.9,zone,#FEE6AA
1547,M1,NA,21.81,23.73,zone,#FFFF00
1548,M2,NA,19.66,21.81,zone,#FFFF00
1549,M3,NA,17.62,19.66,zone,#FFFF41
1550,M4,NA,16.4,17.62,zone,#FFFF41
1551,M5,NA,15.1,16.4,zone,#FFFF00
1552,M6,NA,14.23,15.1,zone,#FFFF4D
1553,M7,NA,13.74,14.23,zone,#FFFF00
1554,M8,NA,13.34,13.74,zone,#FFFF59
1555,M9,NA,11.71,13.34,zone,#FFFF59
1556,M10,NA,11.55,11.71,zone,#FFFF00
1557,M11,NA,10.53,11.55,zone,#FFFF66
1558,M12,NA,9.79,10.53,zone,#FFFF66
1559,M13,NA,6,9.79,zone,#FFFF00
1560,M14 - Atlantic,M14,5.63,6,zone,#FFFF73
1561,PL1 - Atlantic,PL1,4.36,5.63,zone,#FFE619
1562,PL2,NA,3.84,4.36,zone,#FFFFB3
1563,PL3 - Atlantic,PL3,3.16,3.84,zone,#FFFF99
1564,PL4 - Atlantic,PL4,3.13,3.16,zone,#FFFFBF
1565,PL5 - Atlantic,PL5,2.39,3.13,zone,#FFEDB3
1566,PL6 - Atlantic,PL6,1.88,2.39,zone,#FFEDB3
1567,PT1,NA,0,1.88,zone,#F9F97F
